Gender,Age Group_Teenager,Age Group_Young Adult,Race_Other,Race_White,Reactions,Applicant ID,Training,Signals,Yield,Speed Control,Night Drive,Road Signs,Steer Control,Mirror Usage,Confidence,Parking,Theory Test,Qualified
1.0,0.0,1.0,0.0,0.0,1.0,AID0169,Advanced,79.34,45.9,45.19,38.51,51.3,50.48,55.66,73.98,50.39,79.23,1
0.0,0.0,1.0,1.0,0.0,1.0,AID0219,,65.9,41.94,33.28,45.05,28.08,43.05,48.56,33.42,38.43,79.58,0
1.0,0.0,0.0,0.0,1.0,2.0,AID0439,Basic,42.14,53.7,48.29,45.95,64.91,52.81,54.88,56.66,61.44,67.75,0
0.0,0.0,1.0,0.0,1.0,1.0,AID0295,Advanced,47.59,73.78,42.47,60.3,75.38,51.72,51.57,70.92,66.19,79.31,1
1.0,0.0,1.0,0.0,1.0,2.0,AID0039,Basic,34.37,69.94,48.86,42.69,55.29,75.44,57.44,55.16,47.19,92.51,1
0.0,0.0,1.0,0.0,0.0,1.0,AID0402,Advanced,55.38,83.62,69.12,68.79,58.69,69.04,65.5,35.41,65.18,61.22,1
1.0,1.0,0.0,1.0,0.0,0.0,AID0185,Basic,29.47,45.62,22.73,45.01,35.44,38.34,54.53,28.87,36.46,57.81,0
1.0,0.0,1.0,0.0,1.0,1.0,AID0020,,20.76,63.14,27.69,32.1,18.49,38.17,39.23,27.55,26.64,44.17,0
0.0,0.0,1.0,1.0,0.0,1.0,AID0333,,36.78,21.04,54.07,46.01,28.15,53.46,47.93,28.78,29.48,94.89,0
0.0,0.0,0.0,1.0,0.0,1.0,AID0300,,41.26,53.46,39.07,43.28,37.3,40.57,33.64,35.88,23.78,89.87,0
1.0,0.0,1.0,0.0,0.0,1.0,AID0479,,40.83,2.63,51.34,56.12,41.99,41.85,25.14,32.88,26.09,62.16,0
0.0,1.0,0.0,0.0,1.0,1.0,AID0481,Advanced,68.37,55.98,34.18,41.32,55.2,45.36,24.17,43.47,47.19,67.86,0
1.0,0.0,0.0,0.0,0.0,0.0,AID0188,Basic,70.25,37.81,40.25,53.44,58.07,52.43,67.33,50.36,48.66,47.94,1
0.0,0.0,0.0,1.0,0.0,2.0,AID0325,Basic,64.85,62.6,59.66,40.28,50.29,49.12,60.24,69.55,57.43,75.11,1
0.0,0.0,0.0,1.0,0.0,1.0,AID0382,Basic,75.65,57.29,55.4,46.02,59.32,49.69,64.27,65.84,51.72,60.86,1
0.0,0.0,0.0,0.0,1.0,0.0,AID0345,Basic,69.18,74.65,53.25,54.48,70.04,66.74,56.37,54.35,54.97,52.58,1
0.0,1.0,0.0,1.0,0.0,0.0,AID0119,Basic,21.22,11.8,48.88,41.32,28.93,33.46,38.02,47.65,51.23,68.41,0
1.0,1.0,0.0,0.0,0.0,1.0,AID0455,Basic,21.65,35.34,36.2,42.84,39.49,37.77,55.21,51.64,27.72,63.79,0
1.0,0.0,0.0,0.0,1.0,1.0,AID0146,,38.37,37.18,28.59,27.68,36.09,30.56,44.88,48.6,60.81,54.71,0
0.0,1.0,0.0,0.0,1.0,2.0,AID0367,Basic,30.74,34.92,38.13,37.52,28.74,45.8,51.14,31.21,40.59,96.05,0
0.0,0.0,1.0,0.0,1.0,1.0,AID0067,Advanced,65.2,56.75,60.42,83.94,55.16,69.12,75.43,47.8,49.67,43.09,1
0.0,0.0,1.0,0.0,1.0,1.0,AID0234,Basic,52.58,63.06,35.6,29.68,38.96,60.89,47.2,34.51,51.96,80.38,0
1.0,0.0,1.0,1.0,0.0,1.0,AID0001,,38.48,30.29,37.03,33.53,39.61,58.16,53.42,35.32,38.19,70.68,0
0.0,0.0,1.0,1.0,0.0,1.0,AID0235,Advanced,80.89,55.28,81.9,79.41,54.66,46.19,66.58,41.84,64.34,58.27,1
1.0,0.0,1.0,0.0,1.0,1.0,AID0492,,2.53,31.16,64.13,41.04,36.79,41.81,14.78,38.49,11.62,51.07,0
1.0,0.0,0.0,0.0,0.0,2.0,AID0003,,30.21,48.13,43.13,42.43,60.93,20.74,28.86,32.32,44.11,79.6,1
0.0,0.0,0.0,0.0,0.0,1.0,AID0030,Basic,37.6,68.82,59.93,59.08,72.71,66.14,45.46,47.42,56.18,88.98,1
1.0,0.0,1.0,0.0,0.0,1.0,AID0252,,31.29,31.56,47.19,54.74,18.08,24.02,24.14,24.25,22.69,71.6,0
1.0,0.0,0.0,0.0,1.0,1.0,AID0249,,40.74,35.1,58.23,49.83,64.12,62.76,34.97,34.81,58.76,45.25,0
1.0,0.0,1.0,1.0,0.0,2.0,AID0414,,27.27,36.2,42.79,44.17,11.6,23.39,6.59,39.62,29.15,72.0,0
0.0,0.0,1.0,1.0,0.0,0.0,AID0434,Basic,49.3,44.51,43.79,43.13,43.11,52.83,66.89,47.42,36.19,71.31,0
0.0,1.0,0.0,1.0,0.0,0.0,AID0349,Basic,47.88,36.9,42.26,32.41,24.17,49.47,54.76,38.71,40.38,53.14,0
0.0,1.0,0.0,0.0,0.0,1.0,AID0237,Advanced,32.84,54.19,49.78,58.79,59.51,54.19,39.93,53.03,61.05,96.14,1
1.0,0.0,0.0,0.0,1.0,1.0,AID0493,Advanced,48.75,56.99,67.35,72.83,77.59,60.87,31.99,70.64,65.45,56.39,1
1.0,0.0,0.0,0.0,0.0,1.0,AID0140,Advanced,77.58,37.05,76.18,74.35,83.85,45.28,54.53,69.69,54.82,80.06,1
1.0,0.0,1.0,0.0,0.0,1.0,AID0261,Basic,52.29,42.52,64.61,68.92,39.26,48.71,53.22,50.52,61.95,71.77,1
0.0,0.0,0.0,0.0,0.0,2.0,AID0482,Basic,41.61,35.82,64.05,43.84,52.98,48.09,51.74,58.42,56.87,70.97,0
1.0,0.0,1.0,0.0,1.0,1.0,AID0040,,52.26,55.49,30.32,52.25,42.04,36.8,46.7,19.17,39.78,60.83,0
0.0,0.0,1.0,0.0,1.0,2.0,AID0037,Basic,49.0,59.62,59.85,57.83,52.04,52.2,53.0,62.27,53.02,45.65,1
0.0,1.0,0.0,0.0,0.0,0.0,AID0406,Basic,59.89,48.54,23.41,36.31,45.38,55.36,44.19,74.36,37.49,79.25,1
1.0,0.0,0.0,0.0,0.0,2.0,AID0302,,47.43,44.77,39.96,29.35,8.81,30.35,37.71,31.22,36.05,64.01,0
1.0,0.0,0.0,0.0,0.0,1.0,AID0088,Advanced,69.44,48.42,59.94,62.83,75.3,54.98,81.62,77.87,56.68,82.29,1
0.0,0.0,0.0,1.0,0.0,2.0,AID0150,,47.53,31.61,24.88,44.65,24.55,23.86,51.2,19.18,35.28,43.91,0
0.0,0.0,1.0,0.0,0.0,1.0,AID0243,Basic,54.36,30.46,50.7,44.76,75.32,31.62,36.17,49.01,55.7,88.87,1
0.0,0.0,1.0,0.0,1.0,0.0,AID0398,Basic,57.39,47.37,34.15,66.99,44.93,47.34,49.49,29.5,54.86,75.89,1
1.0,0.0,0.0,0.0,1.0,1.0,AID0222,,60.67,40.66,48.4,55.05,59.49,48.6,32.52,50.71,48.82,67.77,0
0.0,0.0,1.0,1.0,0.0,2.0,AID0491,Basic,70.85,61.87,42.04,50.43,60.08,55.54,49.64,57.07,52.98,76.16,0
0.0,0.0,1.0,0.0,1.0,2.0,AID0114,Advanced,44.47,71.54,64.76,50.46,40.74,73.71,64.7,89.0,70.73,96.99,1
1.0,0.0,1.0,1.0,0.0,1.0,AID0004,,34.75,47.28,50.49,42.1,22.52,33.87,48.52,24.9,37.56,57.34,0
0.0,1.0,0.0,1.0,0.0,0.0,AID0158,,30.23,26.55,36.22,10.19,0.0,18.62,0.0,7.79,15.97,78.99,0
0.0,0.0,1.0,1.0,0.0,1.0,AID0006,Basic,56.09,59.31,64.18,55.77,60.92,61.85,60.88,60.91,42.64,49.4,1
0.0,0.0,1.0,0.0,1.0,0.0,AID0358,Advanced,69.15,47.2,50.57,58.81,72.32,67.08,60.24,65.83,77.69,94.13,1
1.0,0.0,1.0,0.0,0.0,1.0,AID0360,Advanced,45.67,67.56,67.23,66.33,80.28,77.99,48.72,44.33,66.73,71.45,1
1.0,0.0,0.0,0.0,1.0,2.0,AID0275,Advanced,87.84,43.13,70.31,51.37,51.2,47.68,55.44,74.8,73.72,98.15,1
1.0,0.0,1.0,1.0,0.0,2.0,AID0214,,26.7,39.68,6.55,42.93,19.2,39.88,42.0,18.54,41.18,59.73,0
1.0,0.0,1.0,0.0,0.0,1.0,AID0293,Basic,46.34,44.62,63.85,51.95,51.51,46.04,64.89,38.93,54.94,83.17,1
0.0,0.0,0.0,0.0,1.0,0.0,AID0268,Basic,41.61,69.88,68.4,63.93,50.37,46.97,40.83,40.81,47.89,87.99,0
1.0,0.0,1.0,1.0,0.0,2.0,AID0447,Basic,48.98,60.58,55.14,63.12,58.42,50.03,31.33,58.38,62.03,84.03,1
0.0,0.0,1.0,0.0,1.0,1.0,AID0253,Advanced,65.73,45.25,73.76,63.82,37.7,65.4,77.11,54.06,65.74,95.6,1
1.0,0.0,1.0,0.0,1.0,1.0,AID0124,Basic,46.43,55.89,47.25,41.94,41.1,55.78,46.05,34.82,47.06,43.65,1
1.0,0.0,1.0,0.0,0.0,2.0,AID0132,,48.03,21.14,35.27,22.2,58.22,29.2,32.68,63.75,10.56,52.23,0
1.0,0.0,0.0,0.0,0.0,1.0,AID0007,Basic,62.63,45.75,53.01,31.71,62.35,41.26,44.44,47.03,51.41,78.36,1
1.0,1.0,0.0,0.0,0.0,2.0,AID0120,Advanced,66.31,61.16,55.07,59.8,40.9,28.79,50.66,60.73,42.1,89.76,1
0.0,0.0,0.0,0.0,0.0,1.0,AID0141,Basic,57.49,70.2,38.76,37.48,55.55,60.45,49.71,65.84,48.23,66.97,1
0.0,0.0,1.0,1.0,0.0,0.0,AID0070,Basic,41.34,57.26,39.8,51.59,40.31,69.02,65.02,62.66,51.6,92.4,1
1.0,1.0,0.0,0.0,1.0,0.0,AID0184,,30.85,16.17,46.4,11.94,25.67,22.03,28.8,6.43,8.57,62.3,0
0.0,0.0,1.0,1.0,0.0,2.0,AID0405,Basic,43.13,51.23,45.07,49.89,63.51,41.67,37.81,41.74,48.58,74.0,1
1.0,0.0,1.0,1.0,0.0,2.0,AID0157,Basic,52.97,40.7,42.3,37.46,45.37,46.97,52.88,45.21,56.98,49.32,1
1.0,1.0,0.0,1.0,0.0,0.0,AID0062,Basic,34.3,32.31,32.15,25.65,42.7,27.81,27.25,33.81,45.28,78.56,0
1.0,0.0,0.0,0.0,0.0,1.0,AID0291,Advanced,69.74,60.04,56.21,60.69,56.12,65.28,70.44,56.64,58.14,95.17,1
0.0,0.0,0.0,0.0,0.0,2.0,AID0467,,46.42,38.97,47.32,49.24,44.75,47.85,35.04,27.97,18.86,63.45,0
0.0,0.0,1.0,0.0,0.0,0.0,AID0176,Basic,76.93,62.31,57.25,66.6,46.5,54.0,54.21,51.84,46.4,44.79,0
0.0,0.0,0.0,1.0,0.0,2.0,AID0285,Basic,43.45,55.05,62.38,74.01,67.6,74.18,78.78,54.65,50.25,72.8,1
1.0,1.0,0.0,0.0,0.0,1.0,AID0415,Basic,52.4,39.57,52.07,45.39,32.82,45.46,52.17,58.5,46.31,79.57,1
1.0,0.0,1.0,1.0,0.0,0.0,AID0441,Advanced,55.31,57.51,73.33,66.97,63.45,47.37,65.33,44.13,66.77,86.76,1
1.0,0.0,1.0,0.0,1.0,2.0,AID0255,Advanced,82.15,50.99,71.93,49.29,78.95,58.36,57.61,48.48,52.11,86.4,1
1.0,0.0,1.0,0.0,0.0,1.0,AID0061,Advanced,95.61,49.01,50.66,63.54,51.37,44.14,54.43,43.84,34.07,88.8,1
0.0,0.0,1.0,0.0,1.0,0.0,AID0335,Basic,43.89,44.99,34.09,51.13,44.96,26.75,39.05,63.56,50.09,55.73,0
0.0,0.0,1.0,0.0,1.0,2.0,AID0089,Advanced,64.37,58.01,49.93,61.58,68.13,63.99,66.62,48.95,60.83,52.29,1
0.0,0.0,1.0,0.0,0.0,1.0,AID0444,,35.57,29.3,24.39,28.63,20.78,52.16,44.12,38.07,38.25,50.85,0
0.0,1.0,0.0,0.0,0.0,2.0,AID0308,Basic,35.32,42.71,41.96,53.52,52.43,49.35,55.96,59.33,45.02,50.17,1
0.0,0.0,1.0,0.0,0.0,0.0,AID0437,Basic,72.76,43.54,57.54,49.39,58.52,43.59,41.79,53.26,47.89,68.92,1
0.0,0.0,1.0,1.0,0.0,0.0,AID0202,Advanced,67.18,36.72,47.79,62.74,59.0,46.08,79.63,70.86,65.27,42.69,1
0.0,0.0,1.0,0.0,0.0,2.0,AID0310,Basic,43.7,48.62,54.6,43.98,54.88,52.71,48.36,22.96,36.33,98.28,0
1.0,1.0,0.0,0.0,0.0,1.0,AID0180,Basic,58.81,55.09,42.0,41.86,21.47,52.42,38.61,60.92,37.81,74.94,0
1.0,0.0,0.0,0.0,0.0,1.0,AID0269,,53.74,43.31,38.77,32.88,19.41,48.5,43.81,45.69,30.63,76.63,0
0.0,1.0,0.0,1.0,0.0,2.0,AID0069,Basic,49.17,36.79,37.31,44.21,38.16,35.19,35.92,43.39,54.88,56.63,1
0.0,0.0,1.0,0.0,1.0,1.0,AID0413,Basic,45.4,57.41,62.23,35.64,44.57,61.94,59.44,61.22,28.09,69.91,0
1.0,1.0,0.0,1.0,0.0,2.0,AID0128,Advanced,68.39,44.33,27.5,40.38,38.52,40.53,55.16,34.26,51.86,65.34,1
0.0,0.0,0.0,1.0,0.0,1.0,AID0021,Advanced,57.42,72.15,79.22,59.34,40.99,77.6,61.98,54.73,75.98,69.78,1
0.0,0.0,1.0,0.0,1.0,2.0,AID0017,Basic,48.27,44.77,45.77,51.34,32.88,33.7,47.02,41.15,40.67,46.43,1
0.0,1.0,0.0,0.0,0.0,1.0,AID0379,Advanced,59.91,66.16,38.52,40.69,46.2,45.83,50.15,48.99,54.49,92.62,1
1.0,0.0,1.0,0.0,1.0,1.0,AID0446,,45.8,32.99,51.67,34.9,53.29,54.36,44.71,44.95,42.3,45.38,0
0.0,0.0,1.0,0.0,1.0,2.0,AID0296,,48.41,50.35,33.56,37.76,51.98,19.65,34.13,50.72,17.6,60.42,0
1.0,1.0,0.0,0.0,0.0,1.0,AID0063,,29.48,19.53,14.6,28.83,44.05,25.02,35.28,24.03,13.5,67.48,0
1.0,0.0,1.0,0.0,1.0,2.0,AID0375,Advanced,63.73,60.98,52.2,72.32,81.15,48.62,42.23,63.31,50.14,97.38,0
1.0,1.0,0.0,0.0,0.0,1.0,AID0477,Advanced,58.85,51.58,69.42,52.17,50.49,60.7,36.27,58.92,12.38,93.35,0
1.0,1.0,0.0,1.0,0.0,1.0,AID0181,Advanced,44.9,53.42,50.04,33.09,47.19,63.95,63.85,37.06,47.35,99.21,1
1.0,0.0,1.0,0.0,1.0,0.0,AID0384,Basic,39.45,35.67,34.09,53.61,41.77,30.93,47.78,54.8,56.52,61.65,1
0.0,0.0,1.0,0.0,0.0,1.0,AID0420,Basic,81.13,47.02,48.15,44.62,41.92,40.44,48.64,57.11,43.43,89.66,0
0.0,1.0,0.0,0.0,1.0,0.0,AID0401,Basic,42.4,36.94,47.58,49.96,25.07,43.4,39.94,32.93,46.66,65.0,0
1.0,0.0,0.0,1.0,0.0,0.0,AID0264,Advanced,55.86,77.25,73.55,66.34,46.03,69.84,51.07,90.28,74.84,76.76,1
1.0,0.0,0.0,0.0,1.0,2.0,AID0456,,18.2,37.34,51.34,42.39,48.86,47.32,59.19,37.71,40.31,99.46,0
1.0,0.0,1.0,1.0,0.0,2.0,AID0194,Basic,39.43,60.28,46.78,62.21,37.77,51.19,44.22,44.71,41.75,99.26,0
0.0,0.0,1.0,0.0,0.0,1.0,AID0054,Advanced,66.45,63.04,62.58,54.14,54.79,58.13,66.24,71.99,53.77,85.86,1
0.0,1.0,0.0,1.0,0.0,1.0,AID0419,Basic,35.94,46.62,31.48,38.96,20.32,25.22,40.24,36.44,62.94,68.1,0
0.0,0.0,0.0,0.0,1.0,1.0,AID0102,Advanced,41.49,62.32,82.85,70.98,72.71,63.61,52.27,62.52,65.64,45.85,1
0.0,0.0,0.0,1.0,0.0,1.0,AID0305,,33.64,38.72,26.76,31.69,30.79,45.86,45.42,59.69,37.23,72.66,0
0.0,0.0,0.0,0.0,0.0,1.0,AID0281,Advanced,48.21,69.48,50.23,61.39,60.67,77.47,67.04,64.19,66.73,62.83,1
1.0,1.0,0.0,1.0,0.0,1.0,AID0327,Basic,33.14,26.77,35.13,36.98,31.85,24.48,31.1,41.16,41.5,93.35,0
1.0,0.0,1.0,1.0,0.0,2.0,AID0247,Basic,51.46,41.06,36.11,47.56,56.14,29.54,28.49,52.93,37.24,40.51,0
0.0,0.0,1.0,0.0,0.0,2.0,AID0377,Basic,50.68,51.44,57.5,51.68,70.2,65.61,55.03,41.61,54.89,87.14,0
0.0,0.0,1.0,1.0,0.0,1.0,AID0372,,18.66,23.54,23.82,13.54,39.37,15.11,40.67,43.28,24.07,50.21,0
1.0,0.0,0.0,0.0,1.0,2.0,AID0220,,33.62,42.7,22.54,40.37,43.92,39.79,33.84,45.93,31.66,91.4,0
0.0,0.0,1.0,1.0,0.0,1.0,AID0383,Advanced,73.97,53.74,53.01,44.51,66.19,57.3,61.73,49.46,49.87,63.99,1
0.0,0.0,1.0,0.0,0.0,2.0,AID0044,Basic,49.22,33.03,35.45,56.24,51.8,47.21,28.46,58.83,47.08,98.17,0
0.0,0.0,1.0,1.0,0.0,1.0,AID0233,,27.48,19.21,53.33,34.78,26.61,21.39,24.14,24.21,38.74,90.63,0
0.0,0.0,1.0,1.0,0.0,1.0,AID0394,Basic,53.84,36.25,54.74,41.37,59.94,39.12,45.66,56.72,37.3,54.37,0
1.0,1.0,0.0,0.0,1.0,1.0,AID0395,Advanced,55.37,67.68,43.21,34.28,44.47,37.01,72.8,41.74,63.86,92.04,1
0.0,0.0,1.0,0.0,0.0,1.0,AID0238,Advanced,51.27,59.81,38.88,73.46,68.01,46.08,68.36,62.58,77.67,75.17,1
1.0,1.0,0.0,1.0,0.0,1.0,AID0013,Basic,26.85,58.78,38.82,28.49,42.16,51.18,42.26,59.8,59.1,92.83,0
0.0,0.0,1.0,0.0,1.0,2.0,AID0272,Basic,37.42,31.4,54.8,56.31,42.69,31.82,36.49,61.93,53.73,77.7,0
0.0,0.0,1.0,0.0,0.0,1.0,AID0002,,51.76,19.13,63.05,34.87,19.56,16.48,27.97,22.91,24.23,78.18,0
0.0,0.0,0.0,0.0,0.0,0.0,AID0280,,48.2,24.25,44.17,48.63,39.13,33.0,65.72,29.79,44.76,45.97,0
1.0,0.0,0.0,0.0,0.0,2.0,AID0260,Basic,57.67,69.48,49.05,26.06,62.77,60.47,65.34,61.31,42.34,87.35,1
0.0,1.0,0.0,0.0,0.0,1.0,AID0175,Advanced,57.34,42.17,44.14,50.2,42.02,58.98,74.91,44.51,52.31,92.68,1
0.0,0.0,0.0,1.0,0.0,2.0,AID0309,Basic,74.94,80.32,37.8,82.48,53.69,73.17,66.43,45.97,54.82,68.39,1
1.0,0.0,1.0,0.0,0.0,1.0,AID0315,Basic,54.6,68.08,43.09,52.8,48.05,39.62,28.28,51.81,53.93,84.42,1
0.0,0.0,1.0,1.0,0.0,2.0,AID0438,Basic,38.7,52.92,78.34,43.03,47.27,46.95,65.22,48.16,51.37,42.55,1
1.0,0.0,0.0,0.0,1.0,2.0,AID0362,Basic,57.75,55.76,53.3,40.32,60.6,52.59,50.49,61.75,72.18,68.1,1
0.0,1.0,0.0,0.0,1.0,1.0,AID0010,Advanced,56.62,50.26,35.12,49.42,26.28,57.59,41.2,37.65,50.27,50.17,1
1.0,0.0,1.0,0.0,1.0,2.0,AID0331,,53.03,53.12,0.0,18.43,68.07,23.04,27.04,33.37,14.17,63.43,0
1.0,0.0,0.0,0.0,1.0,1.0,AID0328,,21.08,53.92,43.9,32.81,56.23,60.96,53.55,50.84,37.09,99.6,0
1.0,0.0,0.0,0.0,0.0,0.0,AID0162,,21.41,30.1,22.34,46.88,33.13,28.99,48.75,34.81,45.89,79.21,0
0.0,0.0,0.0,0.0,1.0,1.0,AID0109,Advanced,63.19,27.88,64.47,62.16,54.69,46.92,66.21,62.09,67.06,68.8,1
0.0,1.0,0.0,0.0,1.0,1.0,AID0480,Basic,38.31,53.02,65.61,32.3,48.15,48.89,30.51,26.95,33.97,93.32,0
0.0,1.0,0.0,1.0,0.0,2.0,AID0131,Advanced,33.97,61.33,65.9,54.92,53.12,60.03,53.55,25.89,31.28,51.58,1
0.0,0.0,1.0,0.0,0.0,0.0,AID0357,,19.06,23.0,33.92,38.53,44.37,37.25,49.13,25.08,29.38,84.91,0
1.0,1.0,0.0,0.0,1.0,2.0,AID0265,Advanced,73.93,65.25,48.83,54.35,40.78,51.65,40.74,39.56,54.16,88.37,1
0.0,0.0,0.0,0.0,1.0,1.0,AID0486,,34.58,27.49,71.04,62.46,51.89,39.53,43.86,30.47,60.28,47.19,0
1.0,0.0,0.0,1.0,0.0,0.0,AID0431,Basic,61.88,64.25,56.42,69.15,67.55,70.19,71.7,48.17,79.55,60.53,1
1.0,1.0,0.0,0.0,0.0,1.0,AID0440,Advanced,42.18,53.42,58.67,60.19,60.94,64.96,64.92,51.15,49.69,65.14,0
0.0,1.0,0.0,1.0,0.0,2.0,AID0121,,44.72,11.2,66.76,18.73,16.03,0.0,29.72,42.43,33.2,83.78,0
0.0,1.0,0.0,0.0,1.0,1.0,AID0104,,32.74,38.69,36.2,35.5,29.15,34.1,41.32,14.39,23.82,85.19,0
0.0,0.0,1.0,0.0,1.0,2.0,AID0078,Basic,45.28,31.97,45.29,56.77,69.79,48.23,57.44,48.32,42.12,99.18,1
1.0,0.0,1.0,0.0,1.0,2.0,AID0312,Basic,46.82,66.62,61.05,61.91,57.81,49.82,35.93,43.21,31.48,62.29,0
1.0,1.0,0.0,0.0,0.0,1.0,AID0191,,11.08,8.0,32.55,23.32,14.0,11.25,27.92,31.06,37.7,58.4,0
1.0,0.0,1.0,0.0,0.0,1.0,AID0079,Advanced,67.2,70.5,31.15,42.5,48.88,65.93,55.13,58.84,49.07,66.49,1
1.0,0.0,0.0,0.0,0.0,1.0,AID0257,,53.54,29.91,28.04,34.66,25.3,53.3,51.52,35.92,56.61,42.29,0
0.0,0.0,1.0,1.0,0.0,0.0,AID0126,Advanced,66.14,55.14,62.22,60.43,56.74,43.47,63.45,74.48,74.97,58.27,1
0.0,0.0,0.0,1.0,0.0,0.0,AID0476,Basic,59.53,67.51,73.16,60.15,52.18,63.63,65.91,57.8,29.16,69.56,0
0.0,0.0,1.0,0.0,1.0,1.0,AID0208,Advanced,64.44,59.4,71.78,55.6,70.76,76.27,73.29,39.62,66.23,67.39,1
0.0,0.0,0.0,0.0,1.0,1.0,AID0478,Basic,38.41,59.93,66.0,64.88,63.76,49.52,45.21,43.77,59.24,60.78,0
0.0,0.0,1.0,0.0,1.0,1.0,AID0108,,40.9,12.95,14.75,7.93,57.06,20.19,35.18,34.89,31.23,91.34,0
1.0,0.0,0.0,0.0,1.0,0.0,AID0213,Basic,50.27,46.25,36.91,59.85,56.24,58.68,52.34,70.61,53.57,99.0,0
0.0,0.0,0.0,0.0,1.0,1.0,AID0163,,43.04,42.8,35.02,35.3,41.61,37.88,41.87,48.33,42.91,48.75,0
1.0,0.0,0.0,1.0,0.0,1.0,AID0287,Advanced,45.36,58.23,57.19,65.83,76.01,55.15,63.35,51.37,73.65,99.75,1
0.0,0.0,1.0,1.0,0.0,1.0,AID0225,Advanced,49.08,50.83,61.85,59.01,37.43,46.64,60.36,79.31,63.59,97.72,1
0.0,0.0,0.0,0.0,0.0,1.0,AID0118,,46.22,43.0,46.42,45.21,60.67,27.85,42.68,52.17,53.34,89.7,0
1.0,1.0,0.0,1.0,0.0,0.0,AID0469,,34.35,23.06,31.76,1.74,29.74,7.69,41.2,39.19,17.74,80.63,0
0.0,1.0,0.0,1.0,0.0,1.0,AID0348,,25.95,17.39,6.56,27.64,32.17,13.9,22.49,11.71,11.95,84.78,0
0.0,0.0,1.0,0.0,1.0,1.0,AID0316,Basic,52.79,58.13,46.61,46.22,59.51,49.31,37.45,57.5,59.62,86.2,0
1.0,1.0,0.0,0.0,1.0,2.0,AID0270,,38.0,16.01,0.0,25.59,13.87,19.25,39.07,20.66,32.73,53.49,0
0.0,0.0,0.0,0.0,1.0,1.0,AID0015,Advanced,64.16,94.41,50.09,70.92,57.35,81.14,76.34,35.59,70.8,91.64,1
1.0,0.0,0.0,0.0,1.0,1.0,AID0429,Basic,58.87,39.8,50.77,55.26,44.74,44.25,61.29,58.0,53.07,71.94,1
1.0,0.0,1.0,1.0,0.0,2.0,AID0212,Advanced,75.38,45.42,54.74,64.25,79.49,51.36,44.1,62.22,65.34,65.69,1
1.0,0.0,0.0,0.0,1.0,2.0,AID0152,,48.74,30.38,43.22,44.06,41.34,17.57,37.74,44.25,40.96,85.35,0
