Gender,Age Group_Teenager,Age Group_Young Adult,Race_Other,Race_White,Reactions,Applicant ID,Training,Signals,Yield,Speed Control,Night Drive,Road Signs,Steer Control,Mirror Usage,Confidence,Parking,Theory Test,Qualified
1.0,1.0,0.0,0.0,1.0,0.0,AID0200,,2.75,1.92,38.05,43.72,33.01,11.58,23.87,6.55,20.84,96.7,0
0.0,0.0,1.0,0.0,0.0,2.0,AID0321,,30.97,48.68,39.72,21.29,24.93,50.48,43.7,32.3,34.21,99.13,0
1.0,1.0,0.0,1.0,0.0,0.0,AID0337,Advanced,73.47,26.07,50.68,55.66,51.25,45.49,65.09,45.13,72.74,44.83,1
0.0,1.0,0.0,1.0,0.0,1.0,AID0160,Basic,47.33,33.77,44.22,25.73,34.12,21.67,24.58,35.62,35.15,50.88,0
0.0,0.0,0.0,0.0,0.0,2.0,AID0082,Advanced,77.63,48.06,47.49,54.87,87.81,73.99,66.87,47.29,52.95,72.37,1
0.0,0.0,1.0,0.0,1.0,1.0,AID0106,Basic,49.24,50.49,57.57,61.07,53.2,59.96,61.95,59.87,47.66,99.73,1
1.0,0.0,0.0,1.0,0.0,1.0,AID0182,Basic,45.05,56.45,58.34,43.82,65.08,61.21,68.58,65.93,40.66,93.22,1
0.0,0.0,0.0,0.0,0.0,0.0,AID0027,,48.42,33.14,52.11,37.71,58.67,35.99,46.92,45.33,56.31,86.45,0
1.0,0.0,1.0,0.0,1.0,0.0,AID0206,,61.41,44.29,52.09,41.02,30.25,46.49,8.29,22.8,36.65,61.83,0
0.0,0.0,0.0,0.0,1.0,2.0,AID0422,Basic,52.72,63.21,49.29,42.53,74.56,63.21,38.16,57.62,61.04,48.95,1
1.0,0.0,0.0,0.0,0.0,2.0,AID0012,,10.62,54.69,46.86,30.81,54.46,54.09,56.63,34.34,37.4,89.95,1
0.0,0.0,1.0,0.0,0.0,2.0,AID0498,,33.43,70.27,34.38,35.79,35.28,44.86,31.18,31.09,37.32,86.1,0
0.0,0.0,1.0,0.0,1.0,1.0,AID0304,Basic,55.71,46.88,45.01,64.43,55.81,43.7,50.84,71.84,55.15,69.8,1
0.0,0.0,0.0,0.0,0.0,2.0,AID0430,Advanced,66.34,67.15,89.43,73.46,62.42,58.88,76.23,61.95,77.58,91.14,1
1.0,0.0,1.0,1.0,0.0,0.0,AID0101,Basic,38.19,37.85,50.26,50.13,38.86,30.45,26.76,55.47,47.37,85.52,1
1.0,1.0,0.0,0.0,1.0,2.0,AID0083,Basic,40.0,31.79,38.18,40.78,32.37,30.45,24.7,46.56,39.32,71.06,0
1.0,0.0,1.0,0.0,1.0,1.0,AID0495,Advanced,50.9,59.18,72.26,78.27,26.76,46.48,46.69,65.32,74.06,81.95,0
1.0,0.0,1.0,1.0,0.0,1.0,AID0380,Basic,37.8,63.92,19.7,48.94,70.17,44.14,58.46,55.23,43.21,52.52,1
0.0,1.0,0.0,0.0,1.0,0.0,AID0313,Advanced,39.95,37.69,33.12,48.59,35.24,42.47,39.75,21.63,38.12,51.7,1
0.0,0.0,1.0,1.0,0.0,2.0,AID0373,Basic,42.51,43.8,59.29,53.82,52.22,32.08,43.6,44.16,47.01,69.69,1
0.0,1.0,0.0,1.0,0.0,0.0,AID0123,Basic,40.2,29.26,37.55,27.88,33.19,39.38,49.37,48.94,57.55,96.93,0
1.0,0.0,0.0,0.0,0.0,0.0,AID0117,Basic,61.51,71.4,50.69,74.83,57.75,44.51,41.79,50.81,58.07,65.9,1
1.0,0.0,0.0,0.0,0.0,1.0,AID0178,,8.97,43.93,40.9,38.39,35.38,39.14,29.23,51.87,40.48,41.33,0
0.0,1.0,0.0,1.0,0.0,2.0,AID0452,Advanced,48.59,39.78,53.16,41.26,50.34,65.29,59.52,73.41,76.77,90.1,1
1.0,0.0,1.0,1.0,0.0,1.0,AID0100,,31.74,33.24,36.0,47.22,54.36,41.14,38.14,30.15,56.0,66.0,0
1.0,1.0,0.0,1.0,0.0,1.0,AID0427,Basic,40.23,46.32,35.14,38.65,20.29,56.5,55.42,27.93,37.2,51.03,0
0.0,0.0,0.0,1.0,0.0,1.0,AID0047,,50.53,39.85,70.51,44.14,19.24,34.77,44.05,26.02,28.4,65.2,0
0.0,0.0,1.0,0.0,0.0,2.0,AID0294,Basic,47.84,42.99,42.82,53.81,53.72,41.75,53.23,49.93,45.48,66.53,1
0.0,0.0,1.0,1.0,0.0,0.0,AID0376,,41.66,35.65,55.79,14.92,8.26,45.74,21.25,30.85,39.27,66.02,0
1.0,0.0,1.0,0.0,1.0,1.0,AID0489,Advanced,67.93,50.58,60.08,64.47,65.43,41.29,49.17,48.55,33.17,51.44,0
0.0,1.0,0.0,0.0,1.0,1.0,AID0472,,28.88,14.18,12.24,18.39,25.07,28.98,28.0,7.63,42.84,93.11,0
0.0,1.0,0.0,1.0,0.0,1.0,AID0205,Basic,40.41,48.34,40.7,56.86,50.36,49.01,49.03,30.02,36.65,51.18,1
1.0,0.0,1.0,0.0,1.0,1.0,AID0317,Advanced,71.48,65.65,48.19,63.05,63.11,65.56,73.28,66.06,65.84,98.14,1
1.0,0.0,1.0,0.0,0.0,2.0,AID0179,Advanced,65.74,54.48,79.46,54.18,55.8,48.67,79.84,60.65,76.4,77.7,1
1.0,0.0,1.0,0.0,0.0,1.0,AID0411,Advanced,79.63,79.21,54.81,54.1,54.85,58.24,47.29,61.12,68.08,55.42,1
1.0,0.0,1.0,1.0,0.0,2.0,AID0038,Advanced,53.4,71.68,58.81,54.3,52.94,66.29,66.29,84.27,69.31,58.91,1
0.0,0.0,1.0,1.0,0.0,2.0,AID0094,Advanced,57.78,60.05,60.8,53.06,62.33,55.33,48.36,59.79,74.46,56.31,1
1.0,0.0,0.0,0.0,0.0,1.0,AID0215,Basic,23.42,62.36,69.67,53.93,57.24,57.05,69.61,55.14,47.75,92.59,0
0.0,0.0,1.0,0.0,0.0,1.0,AID0276,Basic,64.53,50.28,47.03,47.31,59.16,49.71,58.37,60.65,59.33,51.84,1
0.0,0.0,1.0,0.0,0.0,0.0,AID0494,,15.74,53.88,30.73,54.1,55.92,37.67,40.42,32.72,38.08,64.54,0
1.0,0.0,1.0,1.0,0.0,1.0,AID0073,Basic,63.1,55.74,49.69,61.47,36.04,57.93,61.55,57.8,47.85,44.83,1
1.0,0.0,1.0,0.0,0.0,1.0,AID0060,,45.32,23.39,53.92,49.21,18.35,36.8,22.73,41.81,45.16,88.72,0
0.0,0.0,1.0,1.0,0.0,1.0,AID0262,Advanced,56.25,63.64,62.49,48.89,63.4,52.06,54.31,53.63,58.35,41.74,0
1.0,0.0,0.0,0.0,1.0,1.0,AID0471,Advanced,55.99,61.93,74.48,45.42,65.15,67.36,80.42,75.25,53.37,72.16,1
1.0,0.0,0.0,0.0,0.0,1.0,AID0149,Basic,65.64,54.23,31.57,70.98,49.84,33.39,40.8,57.66,60.58,53.03,1
1.0,0.0,0.0,0.0,1.0,1.0,AID0154,Advanced,55.36,85.19,80.61,71.6,76.29,63.38,42.82,57.32,61.12,40.27,1
0.0,1.0,0.0,0.0,1.0,2.0,AID0454,,34.73,16.26,30.08,16.18,38.52,15.65,1.7,46.03,11.41,99.35,0
1.0,0.0,1.0,0.0,0.0,2.0,AID0417,Basic,65.29,55.35,49.42,59.83,50.81,52.2,58.68,64.53,61.19,83.29,1
1.0,1.0,0.0,1.0,0.0,2.0,AID0227,,20.72,14.93,44.94,27.13,35.63,14.82,33.91,38.3,19.36,92.49,0
0.0,0.0,0.0,0.0,1.0,2.0,AID0311,,33.22,37.54,56.47,55.81,37.84,34.17,45.98,15.39,49.68,62.34,0
0.0,0.0,1.0,1.0,0.0,0.0,AID0428,Basic,52.89,64.61,66.09,48.09,61.79,61.55,54.1,49.79,50.31,96.48,1
1.0,0.0,1.0,0.0,0.0,0.0,AID0299,,41.34,23.11,46.06,12.4,48.92,21.7,42.45,6.61,28.07,48.73,0
1.0,0.0,1.0,1.0,0.0,1.0,AID0112,Basic,63.21,50.7,49.81,56.72,35.8,49.98,55.77,43.51,57.44,94.96,1
1.0,0.0,0.0,1.0,0.0,1.0,AID0496,Basic,49.1,54.83,51.93,42.94,64.52,52.17,47.79,45.01,59.57,78.32,0
0.0,0.0,1.0,0.0,1.0,1.0,AID0183,,41.62,20.89,38.39,57.31,37.45,23.99,28.14,35.2,43.71,64.65,0
1.0,1.0,0.0,1.0,0.0,1.0,AID0211,Basic,29.87,46.65,40.83,44.77,49.86,49.6,48.65,44.54,22.24,45.66,0
0.0,0.0,1.0,1.0,0.0,1.0,AID0113,Basic,37.89,69.28,32.55,61.42,42.69,67.3,55.03,58.93,57.91,57.87,1
1.0,0.0,1.0,0.0,0.0,1.0,AID0387,Basic,40.07,48.04,49.99,44.74,64.45,54.31,50.85,45.31,62.73,71.42,1
0.0,0.0,1.0,0.0,0.0,2.0,AID0057,,23.62,52.28,49.75,42.93,34.16,33.82,32.71,44.15,52.59,68.09,0
0.0,0.0,0.0,0.0,0.0,1.0,AID0171,Advanced,65.95,60.54,66.6,68.5,83.96,33.01,43.78,66.79,62.29,86.56,1
1.0,0.0,1.0,0.0,0.0,0.0,AID0400,Advanced,54.28,80.29,62.2,63.03,54.3,76.47,70.21,73.79,64.97,57.09,1
1.0,1.0,0.0,0.0,1.0,0.0,AID0068,Basic,53.28,52.22,59.31,31.61,34.55,53.62,43.83,36.49,26.46,97.52,1
1.0,0.0,1.0,1.0,0.0,1.0,AID0216,Basic,54.56,53.79,52.77,48.18,54.59,62.41,71.29,43.93,63.29,90.59,0
0.0,1.0,0.0,0.0,1.0,0.0,AID0251,,40.8,29.22,16.53,34.58,58.76,46.67,31.3,39.24,25.68,70.24,0
0.0,0.0,1.0,1.0,0.0,2.0,AID0046,Basic,41.54,36.99,55.17,35.5,56.44,43.96,43.32,54.85,50.68,77.64,1
0.0,0.0,1.0,0.0,0.0,1.0,AID0033,Advanced,51.63,66.7,58.08,81.35,57.36,58.58,40.4,34.65,64.75,59.16,1
1.0,0.0,1.0,1.0,0.0,2.0,AID0356,Advanced,48.91,53.15,45.17,79.66,41.4,64.21,55.25,74.03,64.82,67.07,1
1.0,0.0,0.0,1.0,0.0,1.0,AID0229,Basic,57.2,55.04,67.06,56.49,52.24,42.4,47.02,53.24,69.86,85.63,1
1.0,0.0,1.0,1.0,0.0,1.0,AID0485,,52.89,43.09,55.12,29.73,28.74,48.18,45.53,46.77,33.51,79.36,0
1.0,0.0,1.0,0.0,0.0,2.0,AID0288,Basic,58.11,41.51,29.66,49.79,59.94,50.13,54.13,56.55,50.35,93.84,1
1.0,0.0,0.0,0.0,1.0,2.0,AID0031,,54.96,55.29,45.83,45.81,16.7,27.94,22.69,62.78,35.7,95.94,0
0.0,1.0,0.0,0.0,0.0,2.0,AID0093,Basic,26.8,44.45,30.9,36.17,52.82,49.98,45.81,34.6,34.84,96.34,0
0.0,0.0,0.0,0.0,0.0,1.0,AID0226,,43.26,36.22,33.31,52.57,36.48,33.95,15.2,49.02,35.55,86.78,0
0.0,0.0,1.0,0.0,0.0,1.0,AID0228,,46.6,44.53,29.88,9.49,37.33,16.43,13.34,35.47,30.13,82.39,0
1.0,0.0,1.0,1.0,0.0,2.0,AID0058,Basic,67.11,58.09,43.56,68.27,51.04,52.15,46.78,59.5,39.46,93.3,1
0.0,0.0,1.0,0.0,1.0,1.0,AID0165,Basic,70.12,32.98,52.24,43.03,39.76,40.96,51.54,60.91,63.29,52.27,0
1.0,1.0,0.0,1.0,0.0,1.0,AID0314,,23.56,33.3,43.73,33.68,35.31,23.9,29.32,10.61,32.94,46.86,0
0.0,0.0,1.0,0.0,0.0,1.0,AID0463,Advanced,63.81,48.93,50.93,67.22,53.62,57.49,65.36,79.74,41.35,86.73,0
1.0,0.0,1.0,0.0,1.0,0.0,AID0166,Basic,65.32,47.98,65.11,45.98,45.0,34.99,45.93,41.82,46.49,54.32,0
0.0,0.0,1.0,0.0,0.0,0.0,AID0320,Basic,44.1,39.72,39.45,50.35,51.32,37.15,41.33,55.95,62.35,42.41,1
0.0,0.0,0.0,1.0,0.0,1.0,AID0224,Basic,73.31,53.16,33.88,57.14,70.34,43.87,39.34,44.42,58.73,86.18,0
1.0,0.0,0.0,0.0,0.0,1.0,AID0055,Basic,36.21,63.06,68.63,53.4,46.61,46.18,42.26,50.08,47.08,83.44,1
1.0,0.0,1.0,0.0,1.0,1.0,AID0199,Basic,60.83,66.3,53.37,43.42,54.71,53.46,39.61,34.53,36.65,48.59,1
1.0,1.0,0.0,0.0,0.0,2.0,AID0221,Basic,38.16,41.48,32.67,42.84,29.37,41.34,34.79,32.31,57.75,44.54,0
1.0,0.0,1.0,0.0,0.0,1.0,AID0298,Advanced,60.55,59.26,62.61,53.47,63.63,85.82,77.74,65.99,73.29,65.47,1
0.0,1.0,0.0,1.0,0.0,2.0,AID0307,Basic,50.5,31.62,45.82,26.87,24.09,44.64,28.92,21.17,57.86,93.2,0
1.0,0.0,1.0,0.0,0.0,0.0,AID0347,,50.08,29.25,33.46,47.57,35.88,36.99,31.22,39.3,48.85,92.2,0
1.0,0.0,1.0,0.0,1.0,1.0,AID0133,,45.62,26.23,31.97,31.32,33.18,28.9,38.41,21.39,53.09,51.22,0
1.0,0.0,1.0,0.0,1.0,2.0,AID0193,Basic,40.51,37.17,51.6,37.17,32.53,55.29,60.23,65.21,57.77,74.71,1
0.0,0.0,0.0,0.0,1.0,1.0,AID0326,Advanced,78.36,89.72,69.5,69.13,65.73,79.86,78.4,64.52,61.17,52.89,1
0.0,1.0,0.0,0.0,0.0,0.0,AID0107,Advanced,46.32,77.46,78.11,48.14,47.36,50.54,46.61,36.77,46.32,45.84,1
0.0,1.0,0.0,0.0,1.0,2.0,AID0105,Basic,47.25,31.48,29.15,31.26,21.6,41.82,32.56,43.88,39.42,65.52,0
1.0,0.0,1.0,0.0,0.0,0.0,AID0303,Advanced,55.15,57.1,48.35,57.03,49.87,66.21,67.95,38.9,73.49,93.64,1
0.0,0.0,1.0,0.0,1.0,2.0,AID0130,,21.57,45.86,26.94,35.66,32.67,50.5,37.46,21.46,49.89,61.49,0
0.0,0.0,1.0,0.0,1.0,0.0,AID0095,,36.91,67.19,50.71,20.6,41.17,58.06,53.33,37.13,46.3,70.59,0
0.0,0.0,1.0,0.0,1.0,0.0,AID0232,Advanced,78.26,57.77,51.06,55.38,56.17,50.87,49.9,71.28,55.53,89.5,1
0.0,1.0,0.0,0.0,0.0,1.0,AID0339,Basic,38.12,35.46,40.98,42.19,32.24,26.76,36.93,24.26,41.43,40.82,0
0.0,0.0,1.0,0.0,1.0,1.0,AID0019,Advanced,55.81,42.91,70.4,55.93,69.56,40.65,44.48,79.6,53.63,82.76,1
0.0,0.0,1.0,0.0,0.0,2.0,AID0323,,33.31,32.9,41.53,38.12,41.96,41.53,43.71,30.12,25.08,58.72,0
0.0,1.0,0.0,1.0,0.0,2.0,AID0423,,44.12,43.08,20.17,30.09,49.16,26.75,18.67,9.52,27.13,99.1,0
0.0,0.0,1.0,0.0,1.0,2.0,AID0096,Advanced,71.37,79.78,59.88,50.84,64.62,56.44,69.17,59.6,67.33,50.53,1
0.0,0.0,0.0,1.0,0.0,1.0,AID0127,Advanced,58.59,62.82,59.45,74.04,88.87,42.47,58.77,68.32,73.34,70.01,1
1.0,1.0,0.0,1.0,0.0,1.0,AID0350,Advanced,49.25,62.74,66.06,36.8,63.42,67.28,44.27,37.93,40.43,44.31,1
1.0,0.0,0.0,0.0,1.0,1.0,AID0075,,26.93,56.49,46.17,41.32,35.3,61.72,41.59,36.9,36.78,54.99,0
1.0,0.0,1.0,0.0,1.0,1.0,AID0352,Basic,45.96,60.06,51.49,47.81,56.86,51.69,57.84,43.93,43.33,63.44,1
0.0,1.0,0.0,1.0,0.0,1.0,AID0187,,29.8,32.82,23.42,37.08,21.55,8.19,6.49,25.74,34.24,48.29,0
0.0,0.0,1.0,0.0,0.0,1.0,AID0409,Advanced,69.99,60.29,46.5,75.04,55.52,68.05,59.34,39.24,57.06,85.65,1
1.0,1.0,0.0,0.0,1.0,0.0,AID0385,,46.3,25.88,20.62,10.47,32.37,21.51,10.59,25.52,36.73,89.58,0
1.0,1.0,0.0,0.0,1.0,2.0,AID0151,Advanced,57.17,29.39,66.54,43.05,60.41,50.62,59.79,41.49,50.58,86.81,1
1.0,1.0,0.0,1.0,0.0,1.0,AID0051,Advanced,57.56,40.59,71.12,47.88,32.38,53.31,51.51,46.48,35.02,45.93,1
1.0,0.0,0.0,0.0,0.0,2.0,AID0065,Basic,49.48,60.35,70.59,40.87,68.82,51.59,68.91,54.1,49.8,95.56,1
0.0,0.0,1.0,1.0,0.0,1.0,AID0080,Advanced,64.3,51.36,49.71,70.27,50.56,54.09,59.57,62.64,82.43,71.09,1
1.0,0.0,0.0,0.0,0.0,0.0,AID0016,Basic,62.81,66.2,51.39,55.77,51.59,72.71,71.62,53.79,39.53,40.92,1
0.0,0.0,1.0,0.0,1.0,0.0,AID0386,Advanced,58.14,49.59,59.25,71.13,48.98,60.53,60.17,62.69,36.7,67.13,1
0.0,0.0,0.0,0.0,1.0,2.0,AID0236,Advanced,56.49,56.91,85.82,64.84,61.79,82.03,75.3,65.72,72.5,42.14,1
0.0,0.0,1.0,0.0,1.0,1.0,AID0407,Advanced,73.21,60.55,63.22,71.96,45.33,62.83,68.3,70.81,55.73,58.46,1
1.0,0.0,0.0,1.0,0.0,1.0,AID0172,Advanced,87.49,65.54,56.5,61.72,68.3,67.57,51.61,54.14,82.54,83.16,1
1.0,0.0,0.0,0.0,1.0,1.0,AID0136,Advanced,83.34,56.86,50.06,59.49,75.45,72.34,73.02,65.84,64.39,74.14,1
1.0,0.0,0.0,0.0,0.0,1.0,AID0218,Basic,64.19,39.23,49.74,69.88,48.15,42.67,53.91,59.32,37.48,87.41,0
1.0,0.0,1.0,0.0,1.0,2.0,AID0081,Advanced,66.67,54.47,73.08,62.16,56.86,65.56,52.96,59.78,53.99,71.31,1
1.0,0.0,0.0,0.0,1.0,2.0,AID0319,Advanced,83.11,50.25,64.45,46.99,77.18,43.12,65.65,76.33,67.63,54.6,1
0.0,0.0,0.0,1.0,0.0,0.0,AID0240,Advanced,49.05,82.09,53.09,47.72,64.66,70.34,55.93,56.0,52.57,48.95,1
0.0,0.0,0.0,0.0,1.0,1.0,AID0381,Basic,41.85,51.77,63.51,53.8,54.37,42.01,53.46,71.23,66.64,69.76,1
1.0,0.0,0.0,0.0,1.0,2.0,AID0250,,49.3,37.11,24.18,27.06,44.03,33.21,36.72,32.61,39.12,77.85,0
1.0,1.0,0.0,1.0,0.0,1.0,AID0449,,0.77,12.01,26.0,36.95,0.0,25.2,34.85,18.46,15.07,89.15,0
1.0,0.0,1.0,1.0,0.0,2.0,AID0137,Basic,40.84,55.33,41.68,49.05,58.32,54.39,51.6,43.09,47.66,93.59,1
0.0,0.0,1.0,0.0,1.0,1.0,AID0164,,29.24,34.16,11.6,29.01,26.14,67.13,25.29,29.17,28.22,51.11,0
0.0,0.0,1.0,0.0,0.0,2.0,AID0324,Basic,62.72,34.1,46.01,33.93,51.11,31.9,44.5,60.7,47.57,94.36,1
1.0,0.0,1.0,0.0,1.0,0.0,AID0403,Advanced,69.99,53.73,63.01,72.42,59.27,37.37,60.61,57.9,56.87,71.49,1
0.0,1.0,0.0,1.0,0.0,0.0,AID0445,,11.53,9.61,58.55,32.21,30.19,22.59,37.08,18.59,14.13,75.46,0
1.0,0.0,0.0,0.0,0.0,0.0,AID0115,,35.71,43.01,51.74,51.72,33.85,47.07,56.81,67.73,49.91,49.1,0
0.0,1.0,0.0,0.0,0.0,2.0,AID0418,Basic,11.29,50.81,47.98,50.57,48.76,66.06,63.16,46.88,53.23,43.72,1
0.0,0.0,0.0,0.0,1.0,1.0,AID0018,,60.9,75.72,47.1,33.44,42.5,51.04,45.94,54.35,24.89,45.55,0
1.0,1.0,0.0,1.0,0.0,0.0,AID0138,Basic,44.55,55.89,37.17,22.61,36.29,62.71,31.01,48.69,30.77,78.19,1
0.0,0.0,0.0,1.0,0.0,0.0,AID0144,Advanced,62.99,50.09,75.03,80.47,64.15,53.16,69.94,55.24,67.58,91.59,1
1.0,0.0,1.0,1.0,0.0,0.0,AID0168,Basic,45.15,49.64,63.01,46.71,37.69,42.76,21.88,42.58,60.11,63.71,0
0.0,1.0,0.0,0.0,1.0,2.0,AID0034,Advanced,32.46,37.82,45.51,29.12,49.84,50.36,55.42,49.76,61.33,75.18,0
1.0,1.0,0.0,0.0,1.0,0.0,AID0210,Basic,47.08,58.08,34.15,18.24,35.7,14.14,27.35,28.97,35.86,61.11,0
0.0,0.0,1.0,0.0,0.0,2.0,AID0074,Basic,44.08,38.7,67.63,53.9,50.26,53.01,62.51,37.66,59.65,49.39,1
0.0,0.0,0.0,0.0,1.0,2.0,AID0273,Advanced,71.24,76.11,45.62,53.22,61.98,77.74,72.13,68.27,66.87,84.05,1
0.0,0.0,1.0,1.0,0.0,1.0,AID0116,Advanced,63.82,63.15,62.01,64.5,43.57,45.16,63.28,61.2,33.47,44.92,1
1.0,1.0,0.0,0.0,0.0,1.0,AID0473,Basic,35.84,49.17,37.51,26.2,24.11,49.38,40.92,30.17,49.46,55.12,0
0.0,1.0,0.0,0.0,1.0,1.0,AID0355,Advanced,34.91,59.5,34.59,51.49,66.22,57.2,45.31,47.81,61.98,60.76,1
1.0,0.0,1.0,0.0,1.0,1.0,AID0459,Advanced,35.29,68.72,53.05,66.55,52.81,86.9,69.56,36.87,78.4,45.34,0
1.0,0.0,0.0,0.0,1.0,1.0,AID0147,,29.22,43.82,16.22,28.88,45.66,29.93,46.03,30.26,48.86,86.08,0
1.0,0.0,1.0,0.0,1.0,1.0,AID0424,,37.04,50.58,46.15,30.15,21.64,35.76,31.84,42.68,24.57,93.36,0
1.0,0.0,0.0,0.0,0.0,1.0,AID0499,Basic,50.07,51.41,64.32,60.77,40.68,57.59,49.6,62.72,36.53,85.48,0
0.0,0.0,1.0,1.0,0.0,2.0,AID0465,Basic,55.34,55.92,43.07,71.24,49.09,44.53,45.56,46.03,53.11,70.84,0
1.0,0.0,1.0,0.0,0.0,1.0,AID0245,Basic,54.26,50.78,47.24,64.01,45.82,35.44,47.84,49.23,44.68,61.96,1
1.0,1.0,0.0,0.0,0.0,2.0,AID0353,,39.54,30.36,30.09,22.83,41.05,22.16,26.33,10.89,36.45,85.96,0
0.0,1.0,0.0,0.0,1.0,0.0,AID0297,Advanced,61.54,58.91,56.16,67.1,40.13,44.48,51.65,52.15,58.04,59.35,1
0.0,0.0,1.0,0.0,1.0,1.0,AID0408,Advanced,71.59,64.9,74.16,56.52,67.05,54.38,58.46,58.75,48.05,47.59,1
1.0,0.0,1.0,0.0,0.0,0.0,AID0289,,22.23,34.05,40.06,56.27,43.36,36.94,38.19,47.86,23.14,41.26,0
0.0,1.0,0.0,1.0,0.0,2.0,AID0209,,21.54,23.37,54.88,10.91,6.09,17.76,34.36,39.3,38.17,56.3,0
1.0,0.0,0.0,1.0,0.0,2.0,AID0059,Basic,55.57,69.21,66.37,61.88,47.06,42.67,54.06,59.88,54.61,86.0,1
1.0,0.0,1.0,1.0,0.0,2.0,AID0475,Advanced,50.15,66.47,51.88,58.8,48.52,53.44,55.85,70.56,42.1,86.66,0
1.0,0.0,1.0,0.0,1.0,1.0,AID0011,Advanced,48.02,67.76,58.07,40.91,69.04,54.91,47.66,46.34,65.75,85.4,1
1.0,0.0,0.0,1.0,0.0,0.0,AID0404,Basic,55.16,47.33,83.41,47.01,45.99,69.97,52.74,60.19,31.66,75.98,1
1.0,0.0,1.0,1.0,0.0,1.0,AID0490,Advanced,75.58,61.46,55.34,59.97,73.45,77.4,80.7,57.89,84.05,81.64,1
0.0,0.0,0.0,0.0,1.0,1.0,AID0198,Basic,50.76,50.64,43.47,59.06,76.64,52.19,66.3,61.23,61.07,50.97,1
1.0,0.0,1.0,1.0,0.0,2.0,AID0053,Advanced,64.76,66.27,65.45,50.99,47.94,56.08,64.87,40.59,58.64,49.22,1
1.0,0.0,0.0,0.0,0.0,1.0,AID0468,Basic,32.71,54.96,58.06,46.71,60.91,51.85,58.26,45.54,66.1,90.48,0
0.0,0.0,1.0,0.0,0.0,2.0,AID0025,,32.01,61.98,37.11,33.1,36.4,34.47,22.5,43.33,49.34,50.23,0
1.0,1.0,0.0,1.0,0.0,2.0,AID0125,,36.9,17.24,26.41,19.97,29.02,19.32,36.3,13.37,22.2,93.9,0
0.0,0.0,1.0,1.0,0.0,1.0,AID0410,Basic,38.47,51.61,59.91,51.37,47.32,56.25,66.14,45.03,56.45,91.05,0
1.0,0.0,0.0,0.0,0.0,1.0,AID0192,Advanced,56.72,90.42,61.26,89.93,51.31,56.75,78.39,74.84,67.31,97.69,1
0.0,0.0,0.0,0.0,0.0,2.0,AID0258,Advanced,75.06,81.75,49.93,54.18,59.3,68.53,54.77,55.68,78.93,65.79,1
0.0,1.0,0.0,1.0,0.0,1.0,AID0354,,28.39,41.48,22.82,21.04,32.05,35.9,18.69,5.66,41.59,66.72,0
